left,right,confidence,support
"{'bkon=f','hdchk=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','qxmsq=f','reskd=f','skach=f','stlmt=f'}",{'spcop=f'},1,0
"{'bknwy=f','mulch=f'}",{'spcop=f'},1,0
"{'bkon=f','reskd=f','skach=f','skrxp=f'}",{'spcop=f'},1,0
"{'mulch=f','qxmsq=f','skach=f','stlmt=f'}",{'spcop=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'qxmsq=f','reskd=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'bknwy=f','hdchk=f','reskd=f','skach=f','stlmt=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','skrxp=f'}",{'spcop=f'},1,0
"{'mulch=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','rxmsq=f'}",{'spcop=f'},1,0
"{'mulch=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'mulch=f','wkna=f'}",{'spcop=f'},1,0
"{'bknwy=f','hdchk=f','mulch=f'}",{'spcop=f'},1,0
"{'bkon=f','mulch=f','stlmt=f'}",{'spcop=f'},1,0
"{'hdchk=f','mulch=f','qxmsq=f','skach=f','stlmt=f'}",{'spcop=f'},1,0
"{'mulch=f','skrxp=f'}",{'spcop=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skrxp=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','mulch=f','stlmt=f'}",{'spcop=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','rxmsq=f','skach=f'}",{'spcop=f'},1,0
"{'hdchk=f','mulch=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','reskd=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'spcop=f'},1,0
"{'hdchk=f','mulch=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'hdchk=f','mulch=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','skach=f','skrxp=f'}",{'spcop=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skach=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'bknwy=f','mulch=f','skach=f'}",{'spcop=f'},1,0
"{'hdchk=f','mulch=f','skrxp=f'}",{'spcop=f'},1,0
"{'mulch=f','skach=f','skrxp=f'}",{'spcop=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skach=f','skrxp=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','wkna=f'}",{'spcop=f'},1,0
"{'mulch=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'qxmsq=f','skrxp=f','stlmt=f'}",{'spcop=f'},1,0
"{'mulch=f','skach=f','stlmt=f','wkna=f'}",{'spcop=f'},1,0
"{'mulch=f','skach=f','wkna=f'}",{'spcop=f'},1,0
"{'bkon=f','mulch=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','mulch=f','stlmt=f'}",{'hdchk=f'},1,0
{'mulch=f'},{'hdchk=f'},1,0
"{'mulch=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f','spcop=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','skrxp=f'}",{'hdchk=f'},1,0
"{'mulch=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f','skach=f'}",{'hdchk=f'},1,0
{'mulch=f'},{'hdchk=f'},1,0
"{'mulch=f','skach=f'}",{'hdchk=f'},1,0
{'skrxp=f'},{'skach=f'},1,0
"{'skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'hdchk=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'skrxp=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'mulch=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'hdchk=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f'}",{'hdchk=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','spcop=f','stlmt=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'bknwy=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skrxp=f'}",{'skach=f'},1,0
"{'skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'bknwy=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'skrxp=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','skrxp=f'}",{'skach=f'},1,0
"{'bkon=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','skrxp=f'}",{'skach=f'},1,0
"{'bknwy=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'hdchk=f','qxmsq=f','skrxp=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'bkon=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','wkna=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','spcop=f','thrsk=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','thrsk=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bknwy=f','mulch=f'}",{'hdchk=f'},1,0
"{'mulch=f','qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'mulch=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'mulch=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','skrxp=f'}",{'hdchk=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skrxp=f','spcop=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
{'skrxp=f'},{'skach=f'},1,0
"{'hdchk=f','skrxp=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'reskd=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'hdchk=f','reskd=f','skrxp=f','stlmt=f'}",{'skach=f'},1,0
"{'bknwy=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skrxp=f'}",{'skach=f'},1,0
"{'bkon=f','skrxp=f'}",{'skach=f'},1,0
"{'bknwy=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','skrxp=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'bknwy=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','hdchk=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
"{'mulch=f','skrxp=f'}",{'skach=f'},1,0
"{'hdchk=f','qxmsq=f','reskd=f','skrxp=f'}",{'skach=f'},1,0
{'bkon=f'},{'hdchk=f'},1,0
"{'bkon=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','spcop=f'}",{'hdchk=f'},1,0
{'bknwy=f'},{'hdchk=f'},1,0
"{'bknwy=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bknwy=f','skach=f'}",{'hdchk=f'},1,0
"{'bknwy=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','skach=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','spcop=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','skach=f','spcop=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','rxmsq=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','rxmsq=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','skrxp=f','spcop=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','spcop=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f','thrsk=f'}",{'hdchk=f'},1,0
{'bkon=f'},{'hdchk=f'},1,0
"{'bkon=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','stlmt=f'}",{'hdchk=f'},1,0
{'wkna=f'},{'hdchk=f'},1,0
"{'stlmt=f','wkna=f'}",{'hdchk=f'},1,0
{'wkna=f'},{'hdchk=f'},1,0
"{'spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','reskd=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'reskd=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f'}",{'hdchk=f'},1,0
{'bknwy=f'},{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f'}",{'hdchk=f'},1,0
"{'bknwy=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bknwy=f','reskd=f','skach=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','skach=f','stlmt=f'}",{'hdchk=f'},1,0
"{'bkon=f','skrxp=f'}",{'hdchk=f'},1,0
"{'bkon=f','skach=f','skrxp=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','skach=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'bkon=f','qxmsq=f','reskd=f','stlmt=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','stlmt=f','wkna=f'}",{'hdchk=f'},1,0
"{'qxmsq=f','reskd=f','spcop=f','wkna=f'}",{'hdchk=f'},1,0
